PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-02-23,12:03:45,"Cassedy, Brandon",1000183671,Right,GEO_PAT,Undefined,Fastball,NA,NA,89.50161,-1.515018,0.585637,2284.6068,177.246741,12:00:00,5.77145,0.27247,6.58541,-13.22985,20.96505,-0.95236,3.28015,0.72982,81.19156,-4.116964,0.412478,0.420874,0.67142,11.768,-0.31225,50,5.66138,-1.2908,-130.00861,-3.70686,1.14006,29.2718,-12.19232,a9bb983b-55cf-40dc-9ddb-c4a9ffd9a074,NA,NA,NA,NA,NA,10300852,"Greco, Garrett",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,SPU_PEA,1,Top,0,0,0,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,SPU_PEA,SpuhlerFieldMain,D1,A10,20250223-SpuhlerFieldMain-1,25ac6550-f208-11ef-868f-8f12809c6465,89.55751,NA,NA,8.31006,NA,NA,NA,fe764209-1967-4ff8-9d2c-4aabf22b0176,2025-02-23,17:03:45,2025-02-23T17:03:45Z,2025-02-23T17:03:45Z,NA,v3,471300,471429,NA,"Raymond, Andrew",10148052,Right,GEO_PAT,53.91336,-130.88675,14.6359,5.7671,-3.34109,-6.09616,-0.27302,-1.325,0.57003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
2,2025-02-23,12:04:04,"Cassedy, Brandon",1000183671,Right,GEO_PAT,Undefined,Fastball,NA,NA,88.98017,0.131872,0.554525,2246.030739,184.063099,12:15:00,5.74328,0.34235,6.62031,-13.39713,21.26737,1.42539,4.74763,0.969,80.3097,-2.52039,0.813815,0.423754,-0.56835,11.4476,-0.38048,50,5.74598,-1.30763,-129.25411,0.03709,-0.94976,30.00937,-13.04421,bc6a3f14-0d2e-421f-b16f-a3943f838cdb,NA,NA,NA,NA,NA,10300852,"Greco, Garrett",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,SPU_PEA,1,Top,0,1,0,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,SPU_PEA,SpuhlerFieldMain,D1,A10,20250223-SpuhlerFieldMain-1,30f816c0-f208-11ef-868f-8f12809c6465,88.94885,NA,NA,8.67047,NA,NA,NA,fe764209-1967-4ff8-9d2c-4aabf22b0176,2025-02-23,17:04:04,2025-02-23T17:04:04Z,2025-02-23T17:04:04Z,NA,v3,471300,471429,NA,"Raymond, Andrew",10148052,Right,GEO_PAT,53.87793,-130.15135,15.00469,5.73904,0.42709,-6.52211,-0.3418,-1.27923,-0.47488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
3,2025-02-23,12:04:27,"Cassedy, Brandon",1000183671,Right,GEO_PAT,Undefined,Fastball,NA,NA,88.25322,-1.356577,1.2158,2251.226323,188.042032,12:15:00,5.74823,0.2649,6.58449,-13.40564,21.50391,2.88299,3.38735,1.61954,80.67768,-3.977789,1.739709,0.425249,-1.16575,11.97784,-0.34923,50,5.64889,-2.83443,-128.28084,-3.31492,-1.94271,26.51438,-12.21317,1bae0471-5366-4256-b7e9-ab9e50399f2d,NA,NA,NA,NA,NA,10300852,"Greco, Garrett",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,SPU_PEA,1,Top,0,2,0,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,SPU_PEA,SpuhlerFieldMain,D1,A10,20250223-SpuhlerFieldMain-1,3e7463d0-f208-11ef-868f-8f12809c6465,88.63613,NA,NA,7.57554,NA,NA,NA,fe764209-1967-4ff8-9d2c-4aabf22b0176,2025-02-23,17:04:27,2025-02-23T17:04:27Z,2025-02-23T17:04:27Z,NA,v3,471300,471429,NA,"Raymond, Andrew",10148052,Right,GEO_PAT,53.91566,-129.08763,13.25719,5.7441,-2.9433,-6.10658,-0.26388,-2.77532,-0.97136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
4,2025-02-23,12:04:46,"Cassedy, Brandon",1000183671,Right,GEO_PAT,Undefined,Fastball,NA,NA,87.80759,-2.542364,-1.014923,2254.169308,183.725727,12:00:00,5.74977,0.28507,6.69824,-16.28434,18.71513,1.14921,2.06595,-0.54738,80.74719,-5.673443,-0.805505,0.425796,-0.87925,10.90575,-0.21796,50,5.57364,2.21963,-127.65482,-6.05727,-1.45661,25.30606,-14.10696,61fbdb56-ffce-4361-8ab4-c16956229241,NA,NA,NA,NA,NA,10300852,"Greco, Garrett",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,SPU_PEA,1,Top,0,3,0,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,SPU_PEA,SpuhlerFieldMain,D1,A10,20250223-SpuhlerFieldMain-1,49ee7840-f208-11ef-868f-8f12809c6465,88.52219,NA,NA,7.06041,NA,NA,NA,fe764209-1967-4ff8-9d2c-4aabf22b0176,2025-02-23,17:04:46,2025-02-23T17:04:46Z,2025-02-23T17:04:46Z,NA,v3,471300,471429,NA,"Raymond, Andrew",10148052,Right,GEO_PAT,53.80428,-128.40676,12.65303,5.7474,-5.6381,-7.05348,-0.28455,2.26291,-0.72831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
5,2025-02-23,12:05:05,"Cassedy, Brandon",1000183671,Right,GEO_PAT,Undefined,Fastball,NA,NA,88.37142,-1.223589,0.089999,2197.841469,189.974526,12:15:00,5.76622,0.22303,6.64819,-13.90493,21.03615,3.49355,3.4873,0.59654,80.25511,-3.954268,0.725979,0.425441,-1.8111,11.79292,-0.23035,50,5.67759,-0.33441,-128.44279,-3.0343,-3.00258,28.49064,-12.62308,0b809401-b4ed-4f13-9793-010a5649c216,NA,NA,NA,NA,-166.921179,10300852,"Greco, Garrett",898.997018,NA,73.90933,Left,16.34154,-107.47023,13.70897,-23.45494,160.19932,50.37926,1.859487,-168.53729,0.88489,3.37943,-0.59784,NA,NA,NA,NA,NA,1,5,SPU_PEA,1,Top,0,3,1,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,SPU_PEA,SpuhlerFieldMain,D1,A10,20250223-SpuhlerFieldMain-1,55002df0-f208-11ef-868f-8f12809c6465,88.59609,15.72476,NA,8.11631,NA,NA,NA,fe764209-1967-4ff8-9d2c-4aabf22b0176,2025-02-23,17:05:05,2025-02-23T17:05:05Z,2025-02-23T17:05:05Z,LineDrive,v3,471300,471429,NA,"Raymond, Andrew",10148052,Right,GEO_PAT,53.85246,-129.2945,14.24532,5.76266,-2.65694,-6.31154,-0.2217,-0.24466,-1.50129,51.72672,0.88487,-101.31738,9.10468,0.24817,-1.34937,2.01573,-1.47277,0.51671,-0.07071,3.3794,30.50334,-20.24804,2.05483,-0.78377,0.7074,-0.40753,0.12022,-0.0144,-0.59785,-23.53703,3.80249,0.05055,-0.52186,0.79236,-0.58205,0.20485,-0.02809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA
6,2025-02-23,12:05:34,"Cassedy, Brandon",1000183671,Right,GEO_PAT,Undefined,Fastball,NA,NA,90.18642,-1.440825,-0.232307,2194.595216,177.37508,12:00:00,5.67063,0.32505,6.5433,-12.80961,21.27548,-0.91717,3.28139,0.03555,80.95859,-3.98589,-0.398944,0.420198,0.40197,11.99485,-0.30862,50,5.565,0.5674,-130.89876,-3.54878,0.68366,32.71203,-11.77271,c9165806-f881-486f-a774-78673db9cd2f,NA,NA,NA,NA,-151.971321,10300852,"Greco, Garrett",2682.881536,NA,68.6108,Left,27.453803,-100.68775,26.28225,-44.29372,170.38835,53.7758,2.382849,-158.587157,0.7527,3.32425,-0.09011,NA,NA,NA,NA,NA,1,6,SPU_PEA,1,Top,0,3,2,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,SPU_PEA,SpuhlerFieldMain,D1,A10,20250223-SpuhlerFieldMain-1,663f7670-f208-11ef-868f-8f12809c6465,89.70168,27.92425,NA,9.22783,NA,NA,NA,fe764209-1967-4ff8-9d2c-4aabf22b0176,2025-02-23,17:05:34,2025-02-23T17:05:34Z,2025-02-23T17:05:34Z,FlyBall,v3,471300,471429,NA,"Raymond, Andrew",10148052,Right,GEO_PAT,53.95569,-131.8836,16.35601,5.66651,-3.19435,-5.88636,-0.32539,0.54682,0.34183,53.443254,0.75287,-78.8331,4.89366,-0.1787,0.43766,-0.43162,0.22266,-0.05497,0.00515,3.32428,46.39166,-24.10131,2.49737,-0.49314,0.10627,-0.03392,0.01043,-0.00136,-0.09006,-41.96468,9.59909,-2.03136,0.67534,-0.36253,0.17846,-0.04794,0.00498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Low,NA,NA,NA
7,2025-02-23,12:06:00,"Cassedy, Brandon",1000183671,Right,GEO_PAT,Undefined,Fastball,NA,NA,90.01841,-1.142485,-0.648462,2231.319998,187.732281,12:15:00,5.69986,0.28571,6.63609,-12.67831,20.80915,2.68177,3.59713,-0.08453,82.20016,-3.630886,-0.160409,0.416498,-1.59992,11.62083,-0.24288,50,5.617,1.37998,-130.91785,-2.88142,-2.77286,28.00089,-12.03386,61c2e799-5d16-45f1-8047-68d1a6e398e6,NA,NA,NA,NA,-118.520475,10300852,"Greco, Garrett",3695.003042,NA,69.96509,Left,63.746858,NA,NA,NA,NA,18.03999,NA,NA,1.68049,3.56564,0.10537,NA,NA,NA,NA,NA,1,7,SPU_PEA,1,Top,0,3,2,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,SPU_PEA,SpuhlerFieldMain,D1,A10,20250223-SpuhlerFieldMain-1,75a73fd0-f208-11ef-868f-8f12809c6465,90.49858,36.80299,NA,7.81825,NA,NA,NA,fe764209-1967-4ff8-9d2c-4aabf22b0176,2025-02-23,17:06:00,2025-02-23T17:06:00Z,2025-02-23T17:06:00Z,NA,v3,471300,471429,NA,"Raymond, Andrew",10148052,Right,GEO_PAT,53.86608,-131.74214,14.00044,5.69661,-2.52717,-6.01693,-0.28471,1.4616,-1.38643,19.413785,1.68965,-21.97287,-6.16996,NA,NA,NA,NA,NA,NA,3.57431,91.74914,-26.25847,NA,NA,NA,NA,NA,NA,0.10635,-39.91556,1.65789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,NA,NA,NA
8,2025-02-23,12:06:29,"Cassedy, Brandon",1000183671,Right,GEO_PAT,Undefined,Fastball,NA,NA,88.8964,-2.667749,-2.009545,2314.545642,174.082035,11:45:00,5.6752,0.06097,6.88985,-13.83091,20.90399,-2.03095,2.08872,-1.93996,79.87731,-5.408693,-2.38054,0.424184,0.38882,12.33379,0.06657,50,5.50058,4.60075,-128.89189,-6.25845,0.64088,31.83752,-11.84476,99f8b8e1-2b84-4a2c-9b90-db0d90512a0f,NA,NA,NA,NA,NA,10300852,"Greco, Garrett",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,SPU_PEA,1,Top,0,3,2,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,NA,GEO_PAT,SPU_PEA,SpuhlerFieldMain,D1,A10,20250223-SpuhlerFieldMain-1,8707a4e0-f208-11ef-868f-8f12809c6465,88.85864,NA,NA,9.01909,NA,NA,NA,fe764209-1967-4ff8-9d2c-4aabf22b0176,2025-02-23,17:06:29,2025-02-23T17:06:29Z,2025-02-23T17:06:29Z,NA,v3,471300,471429,NA,"Raymond, Andrew",10148052,Right,GEO_PAT,53.60733,-129.77988,15.91876,5.67053,-5.92809,-5.92238,-0.0615,4.58288,0.32044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
9,2025-02-23,12:07:03,"Cassedy, Brandon",1000183671,Right,GEO_PAT,Undefined,Slider,NA,NA,82.74549,-0.679635,1.059611,2489.120561,128.177622,10:15:00,5.72707,0.80776,5.86864,-32.81675,7.90953,-8.46504,2.36086,1.08677,76.05241,-6.75401,-0.460431,0.459313,4.59587,4.6361,-0.88881,50,5.65303,-1.88712,-120.21695,-2.48263,6.74115,22.80428,-25.37386,fd448c89-afbc-43f4-81e0-e978e5311122,NA,NA,NA,NA,NA,10301360,"Kendrick, Tommy",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,SPU_PEA,1,Top,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,SPU_PEA,SpuhlerFieldMain,D1,A10,20250223-SpuhlerFieldMain-1,9b431660-f208-11ef-868f-8f12809c6465,82.06265,NA,NA,6.69307,NA,NA,NA,fe764209-1967-4ff8-9d2c-4aabf22b0176,2025-02-23,17:07:03,2025-02-23T17:07:03Z,2025-02-23T17:07:03Z,NA,v3,471300,471429,NA,"Raymond, Andrew",10148052,Right,GEO_PAT,54.63252,-121.09252,11.40214,5.72965,-1.50841,-12.68693,-0.81138,-2.14595,3.37057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
10,2025-02-23,12:07:38,"Cassedy, Brandon",1000183671,Right,GEO_PAT,Undefined,Fastball,NA,NA,88.031,-2.549471,-0.540001,2226.230913,184.872943,12:15:00,5.68377,0.56801,6.7019,-13.41532,22.49737,1.79461,2.23294,0.22377,78.4522,-5.234136,-0.212963,0.431316,-1.12898,13.12532,-0.53267,50,5.5081,1.13118,-127.57699,-5.90901,-1.8086,33.08524,-11.14724,87ab1f22-8d58-4df7-a29e-ce7ec790414d,NA,NA,NA,NA,NA,10301360,"Kendrick, Tommy",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,SPU_PEA,1,Top,0,1,0,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,SPU_PEA,SpuhlerFieldMain,D1,A10,20250223-SpuhlerFieldMain-1,b059f3c0-f208-11ef-868f-8f12809c6465,87.38938,NA,NA,9.5788,NA,NA,NA,fe764209-1967-4ff8-9d2c-4aabf22b0176,2025-02-23,17:07:38,2025-02-23T17:07:38Z,2025-02-23T17:07:38Z,NA,v3,471300,471429,NA,"Raymond, Andrew",10148052,Right,GEO_PAT,53.79377,-128.55708,16.54262,5.67826,-5.57879,-5.57362,-0.56697,1.18476,-0.9043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
