PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-03-18,15:01:41,"Rumberg, Logan",1000216384,Right,GEO_PAT,Undefined,Fastball,NA,NA,91.47236,-2.520254,-2.410349,2316.324184,214.016904,01:15:00,5.69568,1.49644,5.53097,-13.60064,21.11796,13.32438,2.20265,0.35219,81.65568,-5.169824,-0.037458,0.424085,-7.61548,11.9556,-1.29625,50,5.46806,4.96414,-132.29011,-6.20425,-13.16608,34.64285,-11.50451,23f9d92d-b0cb-44c9-9658-4819256c212d,NA,NA,NA,NA,-31.790549,1000050917,"Peyton, Jordan",NA,NA,72.54739,Right,-6.654335,NA,NA,NA,16.63161,13.04694,0.107769,-23.566744,NA,NA,NA,NA,NA,NA,NA,NA,1,1,TOW_TIG,1,Top,0,0,0,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,NA,GEO_PAT,TOW_TIG,SpuhlerFieldMain,D1,A10,20250318-SpuhlerFieldMain-1,6e54ee50-042b-11f0-82fa-9ddccec35327,88.87953,1.33076,NA,9.81669,NA,NA,NA,479efd3c-a772-41f6-abb3-247fe4e6ffbe,2025-03-18,19:01:41,2025-03-18T19:01:41Z,2025-03-18T19:01:41Z,GroundBall,v3,471300,471469,18 March 2025 15:00-towson@georgemas,"Pancione, Garrett",1000048493,Right,GEO_PAT,54.96913,-133.58504,17.32143,5.69193,-5.77422,-5.75225,-1.49101,5.45628,-6.58304,180,5.54664,89.96554,NA,NA,NA,NA,NA,NA,NA,1.33109,-12.34834,NA,NA,NA,NA,NA,NA,NA,-0.63892,-55.76046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Low,Low,NA,NA,NA
2,2025-03-18,15:02:12,"Rumberg, Logan",1000216384,Right,GEO_PAT,Undefined,Fastball,NA,NA,89.8633,-0.063962,-0.775762,2234.703627,193.349229,12:30:00,5.69049,1.64983,5.61431,-12.38182,23.26017,5.20095,4.59896,1.35911,80.33854,-2.5113,0.152548,0.429687,-2.86319,12.1091,-1.58684,50,5.67733,1.52274,-130.17495,-0.42692,-4.81457,32.42864,-11.81197,a53de18a-e00d-451b-8aa5-93d98e110153,NA,NA,NA,NA,NA,10274599,"Stefano, Cole",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,TOW_TIG,1,Top,0,0,0,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,TOW_TIG,SpuhlerFieldMain,D1,A10,20250318-SpuhlerFieldMain-1,80c2f2d0-042b-11f0-82fa-9ddccec35327,87.72066,NA,NA,9.52476,NA,NA,NA,479efd3c-a772-41f6-abb3-247fe4e6ffbe,2025-03-18,19:02:12,2025-03-18T19:02:12Z,2025-03-18T19:02:12Z,NA,v3,471300,471469,18 March 2025 15:00-towson@georgemas,"Pancione, Garrett",1000048493,Right,GEO_PAT,54.8819,-131.38548,16.21432,5.68504,0.01401,-5.90598,-1.64704,1.70246,-2.40728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
3,2025-03-18,15:02:47,"Rumberg, Logan",1000216384,Right,GEO_PAT,Undefined,Cutter,NA,NA,81.90205,0.508092,-1.241646,2206.249664,109.879632,09:45:00,5.51109,1.87363,5.23354,-39.85447,3.60382,-5.55024,2.66764,0.24374,73.80813,-6.806727,-2.225859,0.474469,2.3848,2.02402,-1.75483,50,5.52824,2.80187,-118.64621,-0.35181,3.33295,26.83774,-29.34536,6748a2db-c989-4064-a491-356e4b4e3a7f,NA,NA,NA,NA,NA,10274599,"Stefano, Cole",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,TOW_TIG,1,Top,0,1,0,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,TOW_TIG,SpuhlerFieldMain,D1,A10,20250318-SpuhlerFieldMain-1,959e26c0-042b-11f0-82fa-9ddccec35327,79.44134,NA,NA,8.09392,NA,NA,NA,479efd3c-a772-41f6-abb3-247fe4e6ffbe,2025-03-18,19:02:47,2025-03-18T19:02:47Z,2025-03-18T19:02:47Z,NA,v3,471300,471469,18 March 2025 15:00-towson@georgemas,"Pancione, Garrett",1000048493,Right,GEO_PAT,55.2678,-119.83186,13.41887,5.51515,0.94462,-14.67268,-1.87536,2.65463,1.66647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
4,2025-03-18,15:03:22,"Rumberg, Logan",1000216384,Right,GEO_PAT,Undefined,Cutter,NA,NA,82.06077,-0.149562,-1.357576,2351.34384,136.247722,10:30:00,5.37207,1.79525,5.35629,-37.93207,4.83079,-3.2128,2.07076,0.25402,74.55564,-7.11076,-1.928768,0.470657,1.20784,2.84319,-1.67066,50,5.33154,2.95053,-119.00036,-1.62216,1.71166,25.33728,-28.14487,f79f7db8-f22f-4530-91c0-e6f466ada2dc,NA,NA,NA,NA,NA,10274599,"Stefano, Cole",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,TOW_TIG,1,Top,0,1,1,Slider,InPlay,Undefined,Bunt,Sacrifice,1,0,NA,GEO_PAT,TOW_TIG,SpuhlerFieldMain,D1,A10,20250318-SpuhlerFieldMain-1,aa5705a0-042b-11f0-82fa-9ddccec35327,80.08469,NA,NA,7.50513,NA,NA,NA,479efd3c-a772-41f6-abb3-247fe4e6ffbe,2025-03-18,19:03:22,2025-03-18T19:03:22Z,2025-03-18T19:03:22Z,NA,v3,471300,471469,18 March 2025 15:00-towson@georgemas,"Pancione, Garrett",1000048493,Right,GEO_PAT,55.14605,-120.09104,12.66864,5.37529,-0.41061,-14.07244,-1.79609,2.87685,0.85583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
5,2025-03-18,15:03:59,"Rumberg, Logan",1000216384,Right,GEO_PAT,Undefined,Cutter,NA,NA,82.77322,0.733286,-2.427462,2183.905788,78.137981,08:30:00,5.5386,1.72164,5.48618,-41.18612,1.23335,-1.85697,2.79316,-0.70565,74.20729,-6.856072,-2.757947,0.468764,0.08512,0.83343,-1.50737,50,5.57535,5.15614,-119.78681,0.09267,0.12068,28.39246,-30.99258,f2c653b8-4c6b-4170-96e2-e4c905e51e26,NA,NA,NA,NA,-5.580555,1000363138,"D'Alessandro, Max",NA,NA,80.84559,Right,-28.972025,NA,NA,NA,5.8146,5.8146,0.047404,2.473346,0.90064,2.73066,0.73053,NA,NA,NA,NA,NA,3,1,TOW_TIG,1,Top,1,0,0,Slider,InPlay,Undefined,GroundBall,Out,1,0,NA,GEO_PAT,TOW_TIG,SpuhlerFieldMain,D1,A10,20250318-SpuhlerFieldMain-1,c03d6800-042b-11f0-82fa-9ddccec35327,80.40815,2.73066,NA,8.56593,NA,NA,NA,479efd3c-a772-41f6-abb3-247fe4e6ffbe,2025-03-18,19:03:59,2025-03-18T19:03:59Z,2025-03-18T19:03:59Z,GroundBall,v3,471300,471469,18 March 2025 15:00-towson@georgemas,"Pancione, Garrett",1000048493,Right,GEO_PAT,55.01279,-120.96914,14.19623,5.54463,1.38327,-15.49629,-1.72198,5.15112,0.06034,NA,0.89833,103.54694,NA,NA,NA,NA,NA,NA,NA,2.73195,-57.60395,NA,NA,NA,NA,NA,NA,NA,0.73076,-10.11739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Estimated,Estimated,NA,NA,NA
6,2025-03-18,15:04:29,"Rumberg, Logan",1000216384,Right,GEO_PAT,Undefined,Fastball,NA,NA,91.48179,-1.516436,-0.117068,2361.204053,207.728005,01:00:00,5.64401,1.75498,5.53664,-13.69808,21.12119,10.35571,3.0847,2.50853,81.21425,-4.19812,1.729048,0.424699,-5.20107,11.54375,-1.75163,50,5.50373,-0.224,-132.34015,-3.85723,-8.9557,35.89125,-12.29687,e74f8d4d-f9c0-43d1-909f-466a8752cc58,NA,NA,NA,NA,NA,1000093664,"Francuzenko, Nicholas",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,TOW_TIG,1,Top,2,0,0,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,TOW_TIG,SpuhlerFieldMain,D1,A10,20250318-SpuhlerFieldMain-1,d1fd7940-042b-11f0-82fa-9ddccec35327,88.75092,NA,NA,10.26754,NA,NA,NA,479efd3c-a772-41f6-abb3-247fe4e6ffbe,2025-03-18,19:04:29,2025-03-18T19:04:29Z,2025-03-18T19:04:29Z,NA,v3,471300,471469,18 March 2025 15:00-towson@georgemas,"Pancione, Garrett",1000048493,Right,GEO_PAT,54.9583,-133.6781,17.94562,5.63898,-3.39883,-6.14843,-1.7495,0.10985,-4.47785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
7,2025-03-18,15:04:44,"Rumberg, Logan",1000216384,Right,GEO_PAT,Undefined,Cutter,NA,NA,82.26807,0.142057,-1.457696,2380.073348,115.867096,09:45:00,5.45084,1.78473,4.9945,-39.9962,3.2998,-3.62461,2.252,0.10603,74.45878,-7.149763,-2.097733,0.473582,1.33756,1.99543,-1.64123,50,5.43216,3.18839,-119.16362,-1.17584,1.89477,26.06295,-29.34731,2a92ad8b-3160-4b0a-a3a1-102d6932bda9,NA,NA,NA,NA,NA,1000093664,"Francuzenko, Nicholas",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,TOW_TIG,1,Top,2,1,0,Slider,InPlay,Undefined,GroundBall,Out,1,0,NA,GEO_PAT,TOW_TIG,SpuhlerFieldMain,D1,A10,20250318-SpuhlerFieldMain-1,db2efd40-042b-11f0-82fa-9ddccec35327,79.59009,NA,NA,7.80929,NA,NA,NA,479efd3c-a772-41f6-abb3-247fe4e6ffbe,2025-03-18,19:04:44,2025-03-18T19:04:44Z,2025-03-18T19:04:44Z,NA,v3,471300,471469,18 March 2025 15:00-towson@georgemas,"Pancione, Garrett",1000048493,Right,GEO_PAT,55.50656,-120.36197,13.03147,5.4552,0.17352,-14.67366,-1.78583,3.10127,0.94738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
8,2025-03-18,15:07:26,"Cunnane, Jace",10307263,Right,TOW_TIG,Undefined,Fastball,NA,NA,85.23103,-2.311693,-4.01111,2095.500205,231.918226,01:45:00,5.89098,1.85367,5.11108,-26.79994,13.57788,15.41769,1.47312,-0.64685,76.95497,-7.266988,-1.290368,0.457344,-8.97359,7.91335,-1.48788,50,5.6522,7.95038,-123.11572,-5.92053,-13.57731,27.68585,-20.20092,7f549ea5-a04d-4905-a280-422acc72aa7b,NA,NA,NA,NA,NA,1000145512,"Alberti, Lucas",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,GEO_PAT,1,Bottom,0,0,0,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,TOW_TIG,SpuhlerFieldMain,D1,A10,20250318-SpuhlerFieldMain-1,3b9ccf90-042c-11f0-82fa-9ddccec35327,82.41596,NA,NA,8.27605,NA,NA,NA,479efd3c-a772-41f6-abb3-247fe4e6ffbe,2025-03-18,19:07:26,2025-03-18T19:07:26Z,2025-03-18T19:07:26Z,NA,v3,471300,471469,18 March 2025 15:00-towson@georgemas,"Mallas, Michael",1000235169,Right,TOW_TIG,55.38958,-124.3218,13.84293,5.89095,-5.04052,-10.10046,-1.84711,8.54185,-6.78866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
9,2025-03-18,15:07:40,"Cunnane, Jace",10307263,Right,TOW_TIG,Undefined,Fastball,NA,NA,84.82645,-1.484234,-3.181798,2090.581532,223.86679,01:30:00,5.87419,1.97744,5.04324,-26.14415,14.6108,12.6082,2.29288,0.02348,76.54745,-6.330279,-0.957605,0.459475,-7.25071,8.1403199999999991,-1.68415,50,5.71216,6.25189,-122.66359,-4.09502,-10.89759,27.33009,-19.93942,5345006c-e963-4a38-8ade-ba94ad6e5749,NA,NA,NA,NA,NA,1000145512,"Alberti, Lucas",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,GEO_PAT,1,Bottom,0,1,0,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,TOW_TIG,SpuhlerFieldMain,D1,A10,20250318-SpuhlerFieldMain-1,4431ec80-042c-11f0-82fa-9ddccec35327,82.03379,NA,NA,8.279,NA,NA,NA,479efd3c-a772-41f6-abb3-247fe4e6ffbe,2025-03-18,19:07:40,2025-03-18T19:07:40Z,2025-03-18T19:07:40Z,NA,v3,471300,471469,18 March 2025 15:00-towson@georgemas,"Mallas, Michael",1000235169,Right,TOW_TIG,55.45603,-123.87326,13.66504,5.87387,-3.21247,-9.96971,-1.97155,6.73423,-5.4488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
10,2025-03-18,15:07:56,"Cunnane, Jace",10307263,Right,TOW_TIG,Undefined,Curveball,NA,NA,70.72767,3.925446,-0.253344,2217.168389,42.019779,07:30:00,5.96032,1.76903,4.3263,-74.21902,-13.35938,-14.13725,3.53352,0.34876,63.52152,-9.357451,-2.718699,0.561482,6.67079,-7.04804,-1.72638,50,6.30953,1.03358,-102.08793,4.32977,6.86503,20.69646,-39.42732,dbfdfb10-512f-452a-831a-39b802021f34,NA,NA,NA,NA,NA,1000145512,"Alberti, Lucas",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,GEO_PAT,1,Bottom,0,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,GEO_PAT,TOW_TIG,SpuhlerFieldMain,D1,A10,20250318-SpuhlerFieldMain-1,4da42300-042c-11f0-82fa-9ddccec35327,67.13022,NA,NA,7.20615,NA,NA,NA,479efd3c-a772-41f6-abb3-247fe4e6ffbe,2025-03-18,19:07:56,2025-03-18T19:07:56Z,2025-03-18T19:07:56Z,NA,v3,471300,471469,18 March 2025 15:00-towson@georgemas,"Mallas, Michael",1000235169,Right,TOW_TIG,56.17685,-103.33259,10.34823,5.97785,6.70087,-19.71366,-1.77613,0.62073,3.43252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
