PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-02-28,18:06:12,"Dalquist, Matthew",801574,Right,CSD_TRI,Undefined,Fastball,NA,NA,89.99294,-2.306489,-1.870005,2388.286957,204.923177,12:45:00,5.75395,0.77163,5.34272,-13.92611,21.8858,9.55162,2.42749,-0.18721,80.95945,-4.995604,-0.174232,0.43071,-5.43646,12.14044,-0.61032,50,5.53679,3.82163,-130.27592,-5.65207,-9.19162,31.50352,-11.64768,4f175e11-0bca-4eb5-9cac-185bd859e07a,NA,NA,NA,NA,-14.214456,701136,"Cross, Kerrington",1177.077121,NA,107.84024,Right,6.835842,NA,NA,NA,121.38948,120.15148,0.873703,-16.089943,1.4424,2.42616,0.17407,NA,NA,NA,NA,NA,1,1,CIN_BEA,1,Top,0,0,0,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,NA,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250228-UCSanDiego-1,c009a760-f641-11ef-91ab-cfc28623bd5c,87.51228,5.71701,NA,9.03349,NA,NA,NA,4d0ae720-9b33-4ffb-a258-5c21f6bbd24d,2025-03-01,02:06:12,2025-03-01T02:06:12Z,2025-03-01T02:06:12Z,LineDrive,v3,NA,471270,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,55.15467,-131.51652,15.75176,5.75033,-5.19339,-5.82384,-0.76794,4.1836,-4.59581,40.620027,1.55443,150.4751,-21.60385,NA,NA,NA,NA,NA,NA,2.54356,16.97286,-22.89548,NA,NA,NA,NA,NA,NA,0.2012,-38.99766,0.26903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA
2,2025-02-28,18:06:54,"Dalquist, Matthew",801574,Right,CSD_TRI,Undefined,ChangeUp,NA,NA,79.17277,-0.782323,-1.564899,1647.169245,263.690196,02:45:00,5.42739,1.27,5.61506,-42.50447,3.39,15.14552,1.15488,1.07123,71.5212,-8.613028,1.145012,0.487586,-8.21839,2.46402,-1.14642,50,5.33344,2.54286,-114.73954,-2.95047,-10.72837,25.343139999999998,-28.95752,7168d68c-d8ba-4172-8dac-e672f5921c8f,NA,NA,NA,NA,NA,803051,"O'Connor, Tommy",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,CIN_BEA,1,Top,1,0,0,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250228-UCSanDiego-1,d9ac4e70-f641-11ef-91ab-cfc28623bd5c,77.30412,NA,NA,7.65157,NA,NA,NA,4d0ae720-9b33-4ffb-a258-5c21f6bbd24d,2025-03-01,02:06:54,2025-03-01T02:06:54Z,2025-03-01T02:06:54Z,NA,v3,NA,471270,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.88232,-115.81291,12.671569999999999,5.43243,-1.72403,-14.47876,-1.26374,2.99724,-5.36419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
3,2025-02-28,18:07:09,"Dalquist, Matthew",801574,Right,CSD_TRI,Undefined,Fastball,NA,NA,89.7144,-3.230104,-1.388622,2477.384078,214.582514,01:15:00,5.64746,0.88159,5.47671,-17.26796,18.54434,11.88237,1.18188,0.57216,81.05787,-6.50062,0.728037,0.430712,-6.46615,10.77134,-0.76817,50,5.35234,2.61998,-129.86371,-7.87174,-10.88815,30.73893,-14.03651,d00c5c73-8d4a-41b5-9dc3-66e768e54e99,NA,NA,NA,NA,NA,803051,"O'Connor, Tommy",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,CIN_BEA,1,Top,1,1,0,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250228-UCSanDiego-1,e25a2380-f641-11ef-91ab-cfc28623bd5c,87.51184,NA,NA,8.65653,NA,NA,NA,4d0ae720-9b33-4ffb-a258-5c21f6bbd24d,2025-03-01,02:07:09,2025-03-01T02:07:09Z,2025-03-01T02:07:09Z,NA,v3,NA,471270,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,55.02082,-131.04676,15.36947,5.6449,-7.33152,-7.01825,-0.87707,3.03904,-5.44407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
4,2025-02-28,18:07:24,"Dalquist, Matthew",801574,Right,CSD_TRI,Undefined,Fastball,NA,NA,89.96318,-2.152595,-0.228641,2429.570965,206.861355,01:00:00,5.68115,0.95819,5.29371,-17.57221,18.27068,8.58914,2.19471,1.45927,81.09606,-5.478007,1.296288,0.430896,-4.31614,10.16977,-0.94366,50,5.47291,0.1101,-130.24577,-5.45578,-7.31054,30.92341,-14.94882,087e9b57-222a-4f03-93c4-388310969581,NA,NA,NA,NA,NA,803051,"O'Connor, Tommy",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,CIN_BEA,1,Top,1,2,0,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250228-UCSanDiego-1,eb053970-f641-11ef-91ab-cfc28623bd5c,87.47448,NA,NA,8.86712,NA,NA,NA,4d0ae720-9b33-4ffb-a258-5c21f6bbd24d,2025-03-01,02:07:24,2025-03-01T02:07:24Z,2025-03-01T02:07:24Z,NA,v3,NA,471270,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,55.19957,-131.47448,15.46171,5.67789,-4.86181,-7.47441,-0.95381,0.40057,-3.65527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
5,2025-02-28,18:07:39,"Dalquist, Matthew",801574,Right,CSD_TRI,Undefined,Fastball,NA,NA,89.46625,-2.13662,-2.197343,2449.209189,205.676412,12:45:00,5.6265,0.83377,5.38292,-15.78993,20.29332,9.12819,2.30548,-0.46627,80.73159,-5.153187,-0.575886,0.432339,-5.26922,11.23268,-0.64386,50,5.42469,4.5536,-129.52526,-5.30982,-8.83952,30.21191,-13.33035,8930d7a8-97b8-4931-892b-b3080171faf6,NA,NA,NA,NA,NA,803051,"O'Connor, Tommy",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,CIN_BEA,1,Top,1,3,0,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250228-UCSanDiego-1,f41a0db0-f641-11ef-91ab-cfc28623bd5c,87.18264,NA,NA,8.73466,NA,NA,NA,4d0ae720-9b33-4ffb-a258-5c21f6bbd24d,2025-03-01,02:07:39,2025-03-01T02:07:39Z,2025-03-01T02:07:39Z,NA,v3,NA,471270,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,55.11318,-130.71247,15.10596,5.62305,-4.78599,-6.66517,-0.82962,4.90096,-4.41976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
6,2025-02-28,18:07:54,"Dalquist, Matthew",801574,Right,CSD_TRI,Undefined,Fastball,NA,NA,89.52527,-1.616501,-1.823058,2466.694378,210.977888,01:00:00,5.63672,0.8438,5.53035,-16.21934,19.7945,11.06575,2.77285,0.06119,80.29729,-4.733001,0.148791,0.431923,-6.22414,10.93753,-0.69314,50,5.48606,3.63457,-129.64598,-4.13884,-10.38664,32.03932,-13.92191,d927b57e-fd83-4bc1-8ed0-623680e60df7,NA,NA,NA,NA,-36.770798,803051,"O'Connor, Tommy",4352.10868,NA,89.02263,Left,42.791322,76.91551,88.68341,-78.63826,275.74536,107.17671,5.229345,-55.522052,0.63307,3.31426,-0.68916,NA,NA,NA,NA,NA,2,5,CIN_BEA,1,Top,1,3,1,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250228-UCSanDiego-1,fd128050-f641-11ef-91ab-cfc28623bd5c,87.2666,101.69913,NA,9.22797,NA,NA,NA,4d0ae720-9b33-4ffb-a258-5c21f6bbd24d,2025-03-01,02:07:54,2025-03-01T02:07:54Z,2025-03-01T02:07:54Z,FlyBall,v3,NA,471270,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.9662,-130.86752,16.01966,5.63374,-3.60805,-6.96095,-0.83927,4.03058,-5.19332,144.001389,0.6607,76.21006,-23.02594,4.09441,0.7679,-0.70169,0.17807,-0.02006,8.5e-4,3.3163,88.62721,-23.12205,0.97008,0.79248,-0.51145,0.14608,-0.02008,0.00106,-0.69173,-57.2907,2.76428,1.21378,-0.98082,0.40243,-0.09633,0.01214,-6.2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Medium,Low,NA,NA,NA
7,2025-02-28,18:08:19,"Dalquist, Matthew",801574,Right,CSD_TRI,Undefined,Fastball,NA,NA,90.81782,-2.540096,-1.624501,2450.39795,207.250793,01:00:00,5.65578,0.79518,5.35622,-11.863,22.91411,11.1941,2.2825,0.20411,82.53144,-4.837144,0.363614,0.424442,-6.09894,12.59316,-0.65745,50,5.4194,3.21893,-131.6129,-6.16313,-10.64795,29.15143,-10.18814,946ef036-c2d1-4680-8f05-90c0d0216773,NA,NA,NA,NA,-145.704801,803051,"O'Connor, Tommy",2674.856234,NA,69.94135,Left,26.45713,NA,NA,NA,NA,46.88735,NA,NA,1.07101,2.34992,-0.16361,NA,NA,NA,NA,NA,2,6,CIN_BEA,1,Top,1,3,2,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250228-UCSanDiego-1,0c260f30-f642-11ef-91ab-cfc28623bd5c,88.80471,20.20503,NA,8.28638,NA,NA,NA,4d0ae720-9b33-4ffb-a258-5c21f6bbd24d,2025-03-01,02:08:19,2025-03-01T02:08:19Z,2025-03-01T02:08:19Z,NA,v3,NA,471270,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,55.14167,-132.74687,14.57572,5.65143,-5.76682,-5.09407,-0.79072,3.63313,-5.32397,NA,1.07101,-75.87074,3.53775,-0.82287,0.18484,-0.04054,0.01079,-0.00385,0.00115,2.34992,45.70248,-25.42744,3.10923,-0.70641,0.15628,-0.03792,0.01115,-0.00269,-0.16361,-51.74619,12.14581,-2.40881,0.51782,-0.11032,0.02626,-0.00587,9.6e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,NA,NA,NA
8,2025-02-28,18:08:43,"Dalquist, Matthew",801574,Right,CSD_TRI,Undefined,Curveball,NA,NA,74.66278,3.205078,-0.420796,2438.327023,49.924929,07:45:00,5.6426,0.828,5.05654,-61.72562,-9.76371,-13.56174,3.52462,-0.69899,68.32818,-7.951137,-2.817446,0.518817,6.58985,-5.25729,-0.77667,50,5.89838,1.32937,-108.23717,3.91967,7.78608,19.60135,-38.38567,f32a9d18-a2b0-400e-b4b5-2f6ee40e6b53,NA,NA,NA,NA,NA,803051,"O'Connor, Tommy",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,CIN_BEA,1,Top,1,3,2,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250228-UCSanDiego-1,1a831f50-f642-11ef-91ab-cfc28623bd5c,72.65077,NA,NA,6.3346,NA,NA,NA,4d0ae720-9b33-4ffb-a258-5c21f6bbd24d,2025-03-01,02:08:43,2025-03-01T02:08:43Z,2025-03-01T02:08:43Z,NA,v3,NA,471270,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,55.44548,-109.21887,9.80068,5.65393,5.84216,-19.19284,-0.83349,0.93941,3.89304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.52459,2.968351,1.21088,1.757471,-1.29604,3.13069,0.83536,-4.07911,4.88038,0.88564,76.65951,1.46471,-48.12251,-3.96646,52.3856,-3.74684,5.0425,25.43786,-15.71401,0.88022,-29.86991,1.13044,High,High,High,NA,NA,High,High,High
9,2025-02-28,18:09:13,"Dalquist, Matthew",801574,Right,CSD_TRI,Undefined,Curveball,NA,NA,74.25753,2.20119,-0.046642,2578.682276,47.810994,07:30:00,5.6133,0.78011,4.92233,-64.10751,-11.41335,-14.42288,2.35305,-0.46589,68.23989,-9.328729,-2.593704,0.52246,7.18902,-5.94481,-0.76263,50,5.77347,0.64276,-107.74869,1.91857,8.41473,19.48238,-39.13244,3bbed88b-a4c8-4441-a58f-b3e7e6fc6e92,NA,NA,NA,NA,-53.88476,1000091481,"Natili, Jackson",NA,NA,47.41619,Right,-39.462868,NA,NA,NA,6.12112,6.12112,0.061032,-22.137343,3.72159,2.72125,0.36369,NA,NA,NA,NA,NA,3,1,CIN_BEA,1,Top,2,0,0,Curveball,InPlay,Undefined,GroundBall,Double,0,0,NA,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250228-UCSanDiego-1,2bea3b20-f642-11ef-91ab-cfc28623bd5c,72.14423,2.72125,NA,6.01764,NA,NA,NA,4d0ae720-9b33-4ffb-a258-5c21f6bbd24d,2025-03-01,02:09:13,2025-03-01T02:09:13Z,2025-03-01T02:09:13Z,GroundBall,v3,NA,471270,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,55.58132,-108.75319,9.74119,5.62254,3.93621,-19.56622,-0.78459,0.2089,4.20737,NA,3.71887,31.92258,NA,NA,NA,NA,NA,NA,NA,2.72505,-44.58723,NA,NA,NA,NA,NA,NA,NA,0.36741,-43.75233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Estimated,Estimated,NA,NA,NA
10,2025-02-28,18:10:08,"Dalquist, Matthew",801574,Right,CSD_TRI,Undefined,Curveball,NA,NA,72.9972,2.488115,0.463932,2575.225659,37.754816,07:15:00,5.67796,0.85077,4.82613,-70.23886,-15.05513,-13.11434,2.18273,0.1973,66.63587,-10.127663,-1.849594,0.534659,6.60024,-7.65359,-0.88479,50,5.8637,-0.34066,-105.79543,2.13303,7.38649,20.16674,-40.73939,fc76fd13-6fb5-483e-9921-338221041ef6,NA,NA,NA,NA,NA,814486,"Sefcik, Cal",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,CIN_BEA,1,Top,2,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,CIN_BEA,UCSanDiego,D1,WCC,20250228-UCSanDiego-1,4d2835d0-f642-11ef-91ab-cfc28623bd5c,70.4981,NA,NA,6.36132,NA,NA,NA,4d0ae720-9b33-4ffb-a258-5c21f6bbd24d,2025-03-01,02:10:08,2025-03-01T02:10:08Z,2025-03-01T02:10:08Z,NA,v3,NA,471270,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,55.67693,-106.87209,10.08337,5.69176,4.30803,-20.3697,-0.85608,-0.735,3.69324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
