PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-04-26,14:06:38,"Gregson, Niccolas",1000039282,Right,CSD_TRI,Undefined,Fastball,NA,NA,90.88597,-1.577897,-0.965067,2170.854302,176.624603,12:00:00,5.52128,1.13511,6.01365,-13.50906,20.68745,-1.1461,2.93324,0.14552,81.73975,-4.218915,-1.171175,0.420884,0.27122,11.49233,-1.05881,50,5.39013,2.26962,-131.77994,-3.96097,0.46892,32.37643,-12.30322,af0d21dc-e8ce-47fd-bfb0-a696352d7065,NA,NA,NA,NA,NA,805022,"Esquer, Xavier",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,SAN_GAU,1,Top,0,0,0,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,SAN_GAU,UCSanDiego,D1,BW,20250426-UCSanDiego-1,58cb5800-22e2-11f0-8971-bbe0a61e914b,89.55543,NA,NA,9.14622,NA,NA,NA,201705e8-2e01-41d8-8169-69921aa8d11c,2025-04-26,21:06:38,2025-04-26T21:06:38Z,2025-04-26T21:06:38Z,NA,v3,NA,471258,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.48207,-132.87656,16.18822,5.51724,-3.54425,-6.15161,-1.13542,2.25374,0.23446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
2,2025-04-26,14:06:56,"Gregson, Niccolas",1000039282,Right,CSD_TRI,Undefined,Curveball,NA,NA,76.76406,0.067372,-1.626524,2976.437237,19.536885,06:45:00,5.40896,1.34254,5.45757,-68.51165,-19.32718,-7.48741,-0.23725,-0.80436,69.97484,-12.309721,-2.966455,0.50476,3.26268,-9.53863,-1.19367,50,5.36693,3.4401,-111.34085,-2.17152,3.99348,24.63756,-43.84927,04d93472-556a-422f-9c83-269c6b57a69b,NA,NA,NA,NA,NA,805022,"Esquer, Xavier",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,SAN_GAU,1,Top,0,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,SAN_GAU,UCSanDiego,D1,BW,20250426-UCSanDiego-1,63619c20-22e2-11f0-8971-bbe0a61e914b,74.67391,NA,NA,6.78922,NA,NA,NA,201705e8-2e01-41d8-8169-69921aa8d11c,2025-04-26,21:06:56,2025-04-26T21:06:56Z,2025-04-26T21:06:56Z,NA,v3,NA,471258,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,55.04649,-112.452,12.31878,5.42027,-0.19393,-21.92463,-1.34476,3.26,1.99674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
3,2025-04-26,14:07:17,"Gregson, Niccolas",1000039282,Right,CSD_TRI,Undefined,Fastball,NA,NA,90.65624,-1.456604,-1.805177,2228.860641,188.432398,12:15:00,5.45372,1.26222,6.07468,-13.42375,20.90899,2.91134,2.98632,-0.16605,81.44925,-4.088829,-1.281315,0.421721,-2.09784,11.62249,-1.12405,50,5.33392,4.01872,-131.42946,-3.66743,-3.60356,32.51797,-12.20951,5a6ea254-b9d2-4a35-8c2c-38de01994584,NA,NA,NA,NA,160.712777,805022,"Esquer, Xavier",3324.835528,NA,74.29903,Right,35.662258,-106.11426,43.6486,28.97785,200.61856,63.35137,2.936385,167.360456,1.32926,2.95242,0.15757,NA,NA,NA,NA,NA,1,3,SAN_GAU,1,Top,0,1,1,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,SAN_GAU,UCSanDiego,D1,BW,20250426-UCSanDiego-1,6f925660-22e2-11f0-8971-bbe0a61e914b,89.3776,43.68947,NA,9.20699,NA,NA,NA,201705e8-2e01-41d8-8169-69921aa8d11c,2025-04-26,21:07:17,2025-04-26T21:07:17Z,2025-04-26T21:07:17Z,FlyBall,v3,NA,471258,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.42198,-132.51902,16.25898,5.44994,-3.25833,-6.10476,-1.26073,4.13947,-1.80178,321.800019,1.32955,-83.5811,5.28492,-0.11014,0.51812,-0.5205,0.2522,-0.05807,0.00512,2.95235,63.53373,-28.5019,3.59595,-0.71344,0.1139,-0.01925,0.00473,-5.7e-4,0.15738,29.25178,-8.53061,2.16488,-0.58148,0.19519,-0.07056,0.01654,-0.00157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Low,NA,NA,NA
4,2025-04-26,14:07:40,"Gregson, Niccolas",1000039282,Right,CSD_TRI,Undefined,Fastball,NA,NA,85.07752,-1.132762,-2.746993,2427.419854,194.212169,12:30:00,5.378,1.425,6.29703,-30.32895,7.69646,1.64949,1.8055,-0.97062,78.11121,-6.788802,-2.448959,0.443822,-1.62441,4.67701,-1.22376,50,5.28005,5.86593,-123.5495,-3.36717,-2.51074,24.61996,-24.94501,51fb0546-870a-454f-9bb6-18e524fc346c,NA,NA,NA,NA,NA,805022,"Esquer, Xavier",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,SAN_GAU,1,Top,0,1,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,CSD_TRI,SAN_GAU,UCSanDiego,D1,BW,20250426-UCSanDiego-1,7d5f3470-22e2-11f0-8971-bbe0a61e914b,84.92702,NA,NA,6.96631,NA,NA,NA,201705e8-2e01-41d8-8169-69921aa8d11c,2025-04-26,21:07:40,2025-04-26T21:07:40Z,2025-04-26T21:07:40Z,NA,v3,NA,471258,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.20245,-124.38411,12.30998,5.37986,-2.52154,-12.4725,-1.42406,5.95104,-1.25537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.72664,NA,NA,0.965723,NA,NA,NA,4.16648,5.49214,0.46719,72.28102,8.62523,-52.51588,4.20761,74.79352,-4.44404,5.52112,15.97486,-13.20332,0.38151,-61.68694,7.13156,High,High,High,NA,NA,High,High,High
5,2025-04-26,14:08:17,"Gregson, Niccolas",1000039282,Right,CSD_TRI,Undefined,Fastball,NA,NA,90.49012,-0.003024,-0.69866,2082.040102,187.888261,12:15:00,5.53579,1.11942,5.92554,-16.04091,18.32324,2.37536,4.19624,0.66904,81.80563,-3.089584,-0.27215,0.421914,-1.41933,9.70359,-1.06483,50,5.52642,1.49647,-131.31317,-0.45246,-2.45453,30.28651,-15.39298,6a7eb47d-09d8-454c-9bb7-ed4f81663e7b,NA,NA,NA,NA,NA,701742,"McCollum, LeTrey",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,SAN_GAU,1,Top,1,0,0,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,SAN_GAU,UCSanDiego,D1,BW,20250426-UCSanDiego-1,93c63880-22e2-11f0-8971-bbe0a61e914b,89.33671,NA,NA,8.68448,NA,NA,NA,201705e8-2e01-41d8-8169-69921aa8d11c,2025-04-26,21:08:17,2025-04-26T21:08:17Z,2025-04-26T21:08:17Z,NA,v3,NA,471258,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.56991,-132.36299,15.14326,5.53285,0.08111,-7.69649,-1.11818,1.58155,-1.22726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
6,2025-04-26,14:08:36,"Gregson, Niccolas",1000039282,Right,CSD_TRI,Undefined,Fastball,NA,NA,91.0177,-1.40147,-1.116781,2186.971751,198.758264,12:45:00,5.5583,1.15694,6.21681,-16.84757,16.65737,5.27449,2.86053,0.56576,82.67773,-4.630248,-0.164316,0.416606,-3.07351,9.39319,-1.07588,50,5.44486,2.35925,-132.17347,-3.70633,-5.39703,30.10657,-15.67973,5390cda9-659b-4a9c-8af9-73bca154e2cc,NA,NA,NA,NA,139.375493,701742,"McCollum, LeTrey",4439.314908,NA,66.50413,Right,37.078421,-91.36562,40.1337,61.25612,172.50509,53.58084,3.018311,151.706226,1.54894,2.7068,-0.38422,NA,NA,NA,NA,NA,2,2,SAN_GAU,1,Top,1,1,0,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,SAN_GAU,UCSanDiego,D1,BW,20250426-UCSanDiego-1,9ec32db0-22e2-11f0-8971-bbe0a61e914b,90.47494,41.40999,NA,8.33997,NA,NA,NA,201705e8-2e01-41d8-8169-69921aa8d11c,2025-04-26,21:08:36,2025-04-26T21:08:36Z,2025-04-26T21:08:36Z,Popup,v3,NA,471258,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.28153,-133.14515,15.05328,5.55631,-3.20028,-7.83987,-1.15483,2.53344,-2.69852,NA,1.54861,-59.04904,0.87978,1.25116,-0.68846,0.40359,-0.14134,0.02543,-0.0018600000000000001,2.70685,58.80246,-25.41533,2.75206,-0.31221,-0.11549,0.0899,-0.02244,0.002,-0.38356,50.63593,-9.03939,0.07021,0.97347,-0.8491,0.34296,-0.06736,0.00524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Low,NA,NA,NA
7,2025-04-26,14:09:02,"Gregson, Niccolas",1000039282,Right,CSD_TRI,Undefined,Fastball,NA,NA,90.40726,-1.988107,-2.161436,2105.383127,185.621873,12:15:00,5.39719,1.23858,6.2305,-15.35926,18.60422,1.71921,2.28102,-0.6132,82.22085,-4.945505,-1.851247,0.419447,-1.53496,10.58804,-1.07801,50,5.24093,4.88163,-131.19411,-4.9632,-2.65829,29.39939,-13.83736,89883190-c2a7-4d7f-923a-894540ae6ca1,NA,NA,NA,NA,149.602791,701742,"McCollum, LeTrey",3363.30126,NA,75.25018,Right,23.510259,NA,NA,NA,NA,46.95385,NA,NA,1.08686,2.24662,0.42986,NA,NA,NA,NA,NA,2,3,SAN_GAU,1,Top,1,1,1,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,SAN_GAU,UCSanDiego,D1,BW,20250426-UCSanDiego-1,aea04e20-22e2-11f0-8971-bbe0a61e914b,89.86213,19.72183,NA,8.1864,NA,NA,NA,201705e8-2e01-41d8-8169-69921aa8d11c,2025-04-26,21:09:02,2025-04-26T21:09:02Z,2025-04-26T21:09:02Z,NA,v3,NA,471258,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.26801,-132.14706,14.6997,5.39454,-4.51467,-6.91868,-1.23764,4.9678,-1.32915,NA,1.08686,-87.29325,7.13155,0.02954,-0.17727,0.08146,-0.02292,0.00621,-0.0013,2.24662,44.02676,-19.8343,2.04459,-0.40471,0.08725,-0.01556,0.00199,1.6e-4,0.42986,51.20893,-18.01801,3.654,-0.83051,0.16159,-0.03136,0.00531,-3.2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,NA,NA,NA
8,2025-04-26,14:09:29,"Gregson, Niccolas",1000039282,Right,CSD_TRI,Undefined,Cutter,NA,NA,85.24507,0.541167,-2.425821,2553.537169,208.896095,01:00:00,5.46191,1.37751,6.08458,-33.54309,5.12555,2.08,3.16776,-0.69469,77.07814,-5.72143,-2.051553,0.447559,-1.8411,2.8763,-1.19122,50,5.48621,5.15414,-123.6287,0.09027,-2.81032,27.80261,-27.78359,53853cea-ab30-4064-b4e1-33839e8cdfa5,NA,NA,NA,NA,NA,701742,"McCollum, LeTrey",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,SAN_GAU,1,Top,1,1,2,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,CSD_TRI,SAN_GAU,UCSanDiego,D1,BW,20250426-UCSanDiego-1,be530330-22e2-11f0-8971-bbe0a61e914b,84.21773,NA,NA,8.16693,NA,NA,NA,201705e8-2e01-41d8-8169-69921aa8d11c,2025-04-26,21:09:29,2025-04-26T21:09:29Z,2025-04-26T21:09:29Z,NA,v3,NA,471258,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.41263,-124.6171,13.9013,5.46544,1.07799,-13.8918,-1.37623,5.25405,-1.40516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.49462,NA,NA,1.05957,NA,NA,NA,0.91935,5.13833,1.97544,70.81531,10.11695,-53.98537,0.95219,69.66335,-3.50919,5.19886,20.43988,-14.89113,1.8898,-59.07439,5.96007,High,High,High,NA,NA,High,High,High
9,2025-04-26,14:10:05,"Gregson, Niccolas",1000039282,Right,CSD_TRI,Undefined,Fastball,NA,NA,90.58197,-2.331271,-0.885648,2172.803849,199.223548,12:45:00,5.51865,1.11752,5.86177,-10.9893,23.70025,7.81091,2.43563,0.94558,81.35741,-4.518055,0.515122,0.423907,-4.25465,13.20831,-1.05015,50,5.32319,1.68124,-131.23421,-5.56592,-7.2904,32.29277,-9.54136,eb7152fd-24ff-4ded-9f19-44f49dddcce4,NA,NA,NA,NA,NA,1000119588,"Vargas, Nathan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,SAN_GAU,1,Top,2,0,0,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,SAN_GAU,UCSanDiego,D1,BW,20250426-UCSanDiego-1,d4111d10-22e2-11f0-8971-bbe0a61e914b,88.91676,NA,NA,9.22456,NA,NA,NA,201705e8-2e01-41d8-8169-69921aa8d11c,2025-04-26,21:10:05,2025-04-26T21:10:05Z,2025-04-26T21:10:05Z,NA,v3,NA,471258,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.633540000000004,-132.36948,16.14639,5.51296,-5.23049,-4.77068,-1.11376,1.93754,-3.6452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
10,2025-04-26,14:10:28,"Gregson, Niccolas",1000039282,Right,CSD_TRI,Undefined,ChangeUp,NA,NA,84.91518,-4.509021,-4.395751,1856.015081,228.167737,01:30:00,5.25632,1.58426,6.09679,-23.25903,15.78548,16.11217,-0.87335,-1.14676,77.49338,-8.867888,-1.500593,0.44973,-9.87052,9.93654,-1.25446,50,4.89531,8.84589,-122.69605,-10.3795,-14.93009,26.03287,-17.1441,9bdda6e4-5fdc-46c3-8c39-c2d09870b2e2,NA,NA,NA,NA,NA,1000119588,"Vargas, Nathan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,SAN_GAU,1,Top,2,0,1,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,CSD_TRI,SAN_GAU,UCSanDiego,D1,BW,20250426-UCSanDiego-1,e15a4c30-22e2-11f0-8971-bbe0a61e914b,83.81134,NA,NA,7.4218,NA,NA,NA,201705e8-2e01-41d8-8169-69921aa8d11c,2025-04-26,21:10:28,2025-04-26T21:10:28Z,2025-04-26T21:10:28Z,NA,v3,NA,471258,NA,"Gonzalez, Emiliano",1000081438,Right,CSD_TRI,54.40576,-123.6273,13.01644,5.25564,-9.76622,-8.57205,-1.58045,9.37997,-7.46505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
